ID_Estudiante,Carrera,Periodo,Nivel,SituacionMatricula,Asignatura,MatriculaAsignaturaNumero,TotalPorcentajeAsistencia,PrimerParcial,SegundoParcial,EvaluacionSupletorio,PromedioFinalNumero,SituacionFinal,TotalAsignaturas,TotalTutoria
82895152,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,PRIMER SEMESTRE,LEGALIZADA,ÁLGEBRA LINEAL,1,81.0,6.59,9.41,0.0,8.0,APROBADO,41,
82895152,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,PRIMER SEMESTRE,LEGALIZADA,CÁLCULO EN UNA VARIABLE,1,100.0,8.45,7.52,0.0,7.98,APROBADO,41,
82895152,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,PRIMER SEMESTRE,LEGALIZADA,COMUNICACIÓN EFECTIVA,1,88.0,8.58,9.32,0.0,8.95,APROBADO,41,
82895152,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,PRIMER SEMESTRE,LEGALIZADA,FUNDAMENTOS DE METODOLOGÍA DE LA INVESTIGACIÓN,1,100.0,8.93,9.54,0.0,9.23,APROBADO,41,
82895152,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,PRIMER SEMESTRE,LEGALIZADA,PROGRAMACIÓN 1,1,100.0,7.47,7.34,0.0,7.4,APROBADO,41,
82895152,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,ESTRUCTURA DE DATOS,1,100.0,9.8,8.4,0.0,9.1,APROBADO,41,
82895152,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,FUNDAMENTOS DE CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,92.0,9.35,9.74,0.0,9.54,APROBADO,41,
82895152,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,HABILIDADES PARA LA VIDA,1,100.0,9.17,9.81,0.0,9.49,APROBADO,41,
82895152,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,PROBABILIDAD Y ESTADÍSTICA,1,94.0,8.43,8.89,0.0,8.66,APROBADO,41,
82895152,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,PROGRAMACIÓN 2,1,100.0,8.08,9.5,0.0,8.79,APROBADO,41,
82895152,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,TERCER SEMESTRE,LEGALIZADA,CÁLCULO EN VARIAS VARIABLES,1,0.0,0.0,0.0,0.0,0.0,,41,
82895152,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,TERCER SEMESTRE,LEGALIZADA,CULTURA DIGITAL Y SOCIEDAD,1,0.0,0.0,0.0,0.0,0.0,,41,
82895152,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,TERCER SEMESTRE,LEGALIZADA,DISEÑO EXPERIMENTAL,1,0.0,9.47,0.0,0.0,0.0,,41,
82895152,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,TERCER SEMESTRE,LEGALIZADA,FUNDAMENTOS DE BASE DE DATOS,1,0.0,0.0,0.0,0.0,0.0,,41,
82895152,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,TERCER SEMESTRE,LEGALIZADA,MODELAMIENTO,1,0.0,0.0,0.0,0.0,0.0,,41,
80954374,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,PRIMER SEMESTRE,LEGALIZADA,ÁLGEBRA LINEAL,1,71.0,3.35,5.46,7.25,5.82,REPROBADO,41,
80954374,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,PRIMER SEMESTRE,LEGALIZADA,CÁLCULO EN UNA VARIABLE,1,36.0,1.62,0.0,0.0,0.81,REPROBADO,41,
80954374,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,PRIMER SEMESTRE,LEGALIZADA,COMUNICACIÓN EFECTIVA,1,71.0,4.72,4.5,8.0,6.3,REPROBADO,41,
80954374,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,PRIMER SEMESTRE,LEGALIZADA,FUNDAMENTOS DE METODOLOGÍA DE LA INVESTIGACIÓN,1,54.0,4.48,7.03,8.25,7.0,APROBADO,41,
80954374,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,PRIMER SEMESTRE,LEGALIZADA,PROGRAMACIÓN 1,1,25.0,2.25,0.5,0.0,1.37,REPROBADO,41,
80954374,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,ÁLGEBRA LINEAL,2,60.0,6.56,6.23,0.01,3.2,REPROBADO,41,
80954374,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,CÁLCULO EN UNA VARIABLE,2,87.0,3.96,4.3,0.0,4.13,REPROBADO,41,
80954374,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,COMUNICACIÓN EFECTIVA,2,57.0,4.79,6.39,8.0,6.79,REPROBADO,41,
80954374,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,PROGRAMACIÓN 1,2,73.0,4.0,4.83,0.0,4.41,REPROBADO,41,
35485710,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2024 - 2S,PRIMER SEMESTRE,LEGALIZADA,ÁLGEBRA LINEAL,1,54.0,7.83,8.61,0.0,8.22,APROBADO,41,
35485710,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2024 - 2S,PRIMER SEMESTRE,LEGALIZADA,CÁLCULO EN UNA VARIABLE,1,79.0,7.16,5.08,5.5,5.81,REPROBADO,41,
35485710,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2024 - 2S,PRIMER SEMESTRE,LEGALIZADA,COMUNICACIÓN EFECTIVA,1,64.0,7.61,8.9,0.0,8.25,APROBADO,41,
35485710,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2024 - 2S,PRIMER SEMESTRE,LEGALIZADA,FUNDAMENTOS DE METODOLOGÍA DE LA INVESTIGACIÓN,1,57.0,8.12,7.77,0.0,7.94,APROBADO,41,
35485710,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2024 - 2S,PRIMER SEMESTRE,LEGALIZADA,PROGRAMACIÓN 1,1,88.0,6.9,8.08,0.0,7.49,APROBADO,41,
35485710,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,PRIMER SEMESTRE,LEGALIZADA,CÁLCULO EN UNA VARIABLE,2,86.0,8.8,8.49,0.0,8.64,APROBADO,41,
35485710,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,ESTRUCTURA DE DATOS,1,93.0,8.62,9.6,0.0,9.11,APROBADO,41,
35485710,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,FUNDAMENTOS DE CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,93.0,8.24,9.0,0.0,8.62,APROBADO,41,
35485710,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,HABILIDADES PARA LA VIDA,1,93.0,5.95,8.99,0.0,7.47,APROBADO,41,
35485710,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,PROBABILIDAD Y ESTADÍSTICA,1,63.0,7.12,8.26,0.0,7.69,APROBADO,41,
35485710,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,PROGRAMACIÓN 2,1,92.0,6.43,8.91,0.0,7.67,APROBADO,41,
35485710,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,TERCER SEMESTRE,LEGALIZADA,CÁLCULO EN VARIAS VARIABLES,1,0.0,0.0,0.0,0.0,0.0,,41,
35485710,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,TERCER SEMESTRE,LEGALIZADA,CULTURA DIGITAL Y SOCIEDAD,1,0.0,0.0,0.0,0.0,0.0,,41,
35485710,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,TERCER SEMESTRE,LEGALIZADA,DISEÑO EXPERIMENTAL,1,0.0,8.86,0.0,0.0,0.0,,41,
35485710,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,TERCER SEMESTRE,LEGALIZADA,FUNDAMENTOS DE BASE DE DATOS,1,0.0,0.0,0.0,0.0,0.0,,41,
35485710,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,TERCER SEMESTRE,LEGALIZADA,MODELAMIENTO,1,0.0,0.0,0.0,0.0,0.0,,41,
73556006,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,PRIMER SEMESTRE,LEGALIZADA,ÁLGEBRA LINEAL,1,100.0,7.46,8.2,0.0,7.83,APROBADO,41,
73556006,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,PRIMER SEMESTRE,LEGALIZADA,CÁLCULO EN UNA VARIABLE,1,93.0,7.72,8.55,0.0,8.13,APROBADO,41,
73556006,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,PRIMER SEMESTRE,LEGALIZADA,COMUNICACIÓN EFECTIVA,1,93.0,8.38,8.94,0.0,8.66,APROBADO,41,
73556006,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,PRIMER SEMESTRE,LEGALIZADA,FUNDAMENTOS DE METODOLOGÍA DE LA INVESTIGACIÓN,1,100.0,8.69,9.59,0.0,9.14,APROBADO,41,
73556006,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,PRIMER SEMESTRE,LEGALIZADA,PROGRAMACIÓN 1,1,100.0,8.43,7.46,0.0,7.94,APROBADO,41,
73556006,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,ESTRUCTURA DE DATOS,1,83.0,7.96,7.96,0.0,7.96,APROBADO,41,
73556006,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,FUNDAMENTOS DE CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,86.0,6.81,8.8,0.0,7.8,APROBADO,41,
73556006,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,HABILIDADES PARA LA VIDA,1,92.0,8.55,8.36,0.0,8.45,APROBADO,41,
73556006,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,PROBABILIDAD Y ESTADÍSTICA,1,93.0,8.46,8.78,0.0,8.62,APROBADO,41,
73556006,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,PROGRAMACIÓN 2,1,100.0,8.11,8.19,0.0,8.15,APROBADO,41,
73556006,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,TERCER SEMESTRE,LEGALIZADA,CÁLCULO EN VARIAS VARIABLES,1,0.0,0.0,0.0,0.0,0.0,,41,
73556006,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,TERCER SEMESTRE,LEGALIZADA,CULTURA DIGITAL Y SOCIEDAD,1,0.0,0.0,0.0,0.0,0.0,,41,
73556006,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,TERCER SEMESTRE,LEGALIZADA,DISEÑO EXPERIMENTAL,1,0.0,7.11,0.0,0.0,0.0,,41,
73556006,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,TERCER SEMESTRE,LEGALIZADA,FUNDAMENTOS DE BASE DE DATOS,1,0.0,0.0,0.0,0.0,0.0,,41,
73556006,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,TERCER SEMESTRE,LEGALIZADA,MODELAMIENTO,1,0.0,0.0,0.0,0.0,0.0,,41,
92564456,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,ÁLGEBRA LINEAL,1,80.0,9.35,8.69,0.0,9.02,APROBADO,41,
92564456,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,CÁLCULO EN UNA VARIABLE,1,88.0,9.18,8.37,0.0,8.77,APROBADO,41,
92564456,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,COMUNICACIÓN EFECTIVA,1,87.0,8.68,8.67,0.0,8.67,APROBADO,41,
92564456,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,FUNDAMENTOS DE METODOLOGÍA DE LA INVESTIGACIÓN,1,89.0,9.41,8.98,0.0,9.19,APROBADO,41,
92564456,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,PROGRAMACIÓN 1,1,100.0,8.95,8.73,0.0,8.84,APROBADO,41,
92564456,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,SEGUNDO SEMESTRE,LEGALIZADA,ESTRUCTURA DE DATOS,1,0.0,9.93,0.0,0.0,0.0,,41,
92564456,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,SEGUNDO SEMESTRE,LEGALIZADA,FUNDAMENTOS DE CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,0.0,9.66,0.0,0.0,0.0,,41,
92564456,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,SEGUNDO SEMESTRE,LEGALIZADA,HABILIDADES PARA LA VIDA,1,0.0,0.0,0.0,0.0,0.0,,41,
92564456,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,SEGUNDO SEMESTRE,LEGALIZADA,PROBABILIDAD Y ESTADÍSTICA,1,0.0,0.0,0.0,0.0,0.0,,41,
92564456,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,SEGUNDO SEMESTRE,LEGALIZADA,PROGRAMACIÓN 2,1,0.0,9.19,0.0,0.0,0.0,,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2024 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,ESTRUCTURA DE DATOS,1,93.0,7.98,8.87,0.0,8.42,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2024 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,FUNDAMENTOS DE CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,73.0,8.5,8.95,0.0,8.72,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2024 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,HABILIDADES PARA LA VIDA,1,69.0,9.67,9.22,0.0,9.44,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2024 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,PROBABILIDAD Y ESTADÍSTICA,1,57.0,7.68,8.16,0.0,7.92,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2024 - 2S,SEGUNDO SEMESTRE,LEGALIZADA,PROGRAMACIÓN 2,1,100.0,8.89,9.2,0.0,9.04,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2024 -1S,PRIMER SEMESTRE,LEGALIZADA,ÁLGEBRA LINEAL,1,95.0,8.7,9.96,0.0,9.33,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2024 -1S,PRIMER SEMESTRE,LEGALIZADA,CÁLCULO EN UNA VARIABLE,1,73.0,7.66,8.29,0.0,7.97,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2024 -1S,PRIMER SEMESTRE,LEGALIZADA,COMUNICACIÓN EFECTIVA,1,67.0,8.62,8.49,0.0,8.55,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2024 -1S,PRIMER SEMESTRE,LEGALIZADA,FUNDAMENTOS DE METODOLOGÍA DE LA INVESTIGACIÓN,1,68.0,9.37,9.27,0.0,9.32,APROBADO,41,17.0
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2024 -1S,PRIMER SEMESTRE,LEGALIZADA,PROGRAMACIÓN 1,1,63.0,8.9,7.19,0.0,8.04,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,TERCER SEMESTRE,LEGALIZADA,CÁLCULO EN VARIAS VARIABLES,1,94.0,8.77,7.81,0.0,8.29,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,TERCER SEMESTRE,LEGALIZADA,CULTURA DIGITAL Y SOCIEDAD,1,93.0,9.02,8.73,0.0,8.87,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,TERCER SEMESTRE,LEGALIZADA,DISEÑO EXPERIMENTAL,1,81.0,7.77,8.33,0.0,8.05,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,TERCER SEMESTRE,LEGALIZADA,FUNDAMENTOS DE BASE DE DATOS,1,81.0,8.67,6.98,0.0,7.82,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 1S,TERCER SEMESTRE,LEGALIZADA,MODELAMIENTO,1,86.0,9.14,7.15,0.0,8.14,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,CUARTO SEMESTRE,LEGALIZADA,ADMINISTRACIÓN DE BASES DE DATOS,1,79.0,7.07,6.24,1.0,3.82,REPROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,CUARTO SEMESTRE,LEGALIZADA,MACHINE LEARNING 1,1,100.0,7.47,7.42,0.0,7.44,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,CUARTO SEMESTRE,LEGALIZADA,METAHEURÍSTICAS,1,77.0,9.32,9.33,0.0,9.32,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,CUARTO SEMESTRE,LEGALIZADA,METODOLOGÍAS DE ANALÍTICA DE DATOS,1,87.0,9.41,8.78,0.0,9.09,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,CUARTO SEMESTRE,LEGALIZADA,MÉTODOS NUMÉRICOS Y PROBLEMAS COMPLEJOS,1,87.0,8.97,9.13,0.0,9.05,APROBADO,41,
23347465,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,CUARTO SEMESTRE,LEGALIZADA,ADMINISTRACIÓN DE BASES DE DATOS,2,0.0,8.35,0.0,0.0,0.0,,41,
60502546,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,ÁLGEBRA LINEAL,1,67.0,7.25,8.24,0.0,7.74,APROBADO,41,
60502546,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,CÁLCULO EN UNA VARIABLE,1,100.0,9.26,8.49,0.0,8.87,APROBADO,41,
60502546,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,COMUNICACIÓN EFECTIVA,1,80.0,7.71,9.18,0.0,8.44,APROBADO,41,
60502546,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,FUNDAMENTOS DE METODOLOGÍA DE LA INVESTIGACIÓN,1,89.0,9.09,8.91,0.0,9.0,APROBADO,41,
60502546,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,PROGRAMACIÓN 1,1,86.0,7.95,6.6,0.0,7.27,APROBADO,41,
60502546,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,SEGUNDO SEMESTRE,LEGALIZADA,ESTRUCTURA DE DATOS,1,0.0,9.15,0.0,0.0,0.0,,41,
60502546,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,SEGUNDO SEMESTRE,LEGALIZADA,FUNDAMENTOS DE CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,0.0,8.05,0.0,0.0,0.0,,41,
60502546,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,SEGUNDO SEMESTRE,LEGALIZADA,HABILIDADES PARA LA VIDA,1,0.0,0.0,0.0,0.0,0.0,,41,
60502546,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,SEGUNDO SEMESTRE,LEGALIZADA,PROBABILIDAD Y ESTADÍSTICA,1,0.0,0.0,0.0,0.0,0.0,,41,
60502546,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,SEGUNDO SEMESTRE,LEGALIZADA,PROGRAMACIÓN 2,1,0.0,8.51,0.0,0.0,0.0,,41,
82339633,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,ÁLGEBRA LINEAL,1,87.0,7.18,9.67,0.0,8.42,APROBADO,41,
82339633,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,CÁLCULO EN UNA VARIABLE,1,0.0,0.0,0.0,0.0,0.0,EXONERADA,41,
82339633,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,COMUNICACIÓN EFECTIVA,1,0.0,0.0,0.0,0.0,0.0,EXONERADA,41,
82339633,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,FUNDAMENTOS DE METODOLOGÍA DE LA INVESTIGACIÓN,1,62.0,8.66,9.42,0.0,9.04,APROBADO,41,
82339633,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,PROGRAMACIÓN 1,1,0.0,0.0,0.0,0.0,0.0,RETIRO,41,
82339633,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,SEGUNDO SEMESTRE,RETIRO,FUNDAMENTOS DE CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,0.0,0.0,0.0,0.0,0.0,RETIRO,41,
82339633,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,SEGUNDO SEMESTRE,RETIRO,HABILIDADES PARA LA VIDA,1,0.0,0.0,0.0,0.0,0.0,RETIRO,41,
82339633,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,SEGUNDO SEMESTRE,RETIRO,PROBABILIDAD Y ESTADÍSTICA,1,0.0,0.0,0.0,0.0,0.0,RETIRO,41,
82339633,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,SEGUNDO SEMESTRE,RETIRO,PROGRAMACIÓN 1,1,0.0,0.0,0.0,0.0,0.0,RETIRO,41,
26772964,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,ÁLGEBRA LINEAL,1,100.0,8.07,8.78,0.0,8.42,APROBADO,41,
26772964,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,CÁLCULO EN UNA VARIABLE,1,100.0,8.41,8.21,0.0,8.31,APROBADO,41,
26772964,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,COMUNICACIÓN EFECTIVA,1,86.0,8.34,8.85,0.0,8.59,APROBADO,41,
26772964,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,FUNDAMENTOS DE METODOLOGÍA DE LA INVESTIGACIÓN,1,92.0,9.17,9.65,0.0,9.41,APROBADO,41,
26772964,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2025 - 2S,PRIMER SEMESTRE,LEGALIZADA,PROGRAMACIÓN 1,1,100.0,7.6,7.06,0.0,7.33,APROBADO,41,
26772964,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,SEGUNDO SEMESTRE,LEGALIZADA,ESTRUCTURA DE DATOS,1,0.0,8.99,0.0,0.0,0.0,,41,
26772964,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,SEGUNDO SEMESTRE,LEGALIZADA,FUNDAMENTOS DE CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,0.0,0.0,0.0,0.0,0.0,,41,
26772964,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,Periodo 2026 - 1S,SEGUNDO SEMESTRE,LEGALIZADA,HABILIDADES PARA LA VIDA,1,0.0,0.0,0.0,0.0,0.0,,41,
